InterventionID,StudentID,StartDate,EndDate,InterventionType,Provider,Frequency,Goals,Status,Effectiveness
186,184,2024-12-03,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
187,185,2024-10-27,,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Not Yet Evaluated
188,186,2024-11-03,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
189,187,2025-01-12,2025-03-26,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
190,187,2024-09-11,2024-11-22,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
191,188,2024-11-08,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
192,188,2024-12-26,2025-04-02,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
193,191,2024-09-27,2024-12-04,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
194,191,2024-09-28,2025-01-13,Counseling,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
195,193,2024-10-07,,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
196,193,2024-10-30,2025-01-10,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
197,195,2024-11-04,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
198,196,2024-11-13,,Academic Tutoring,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
199,198,2025-01-25,2025-03-26,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
200,198,2024-11-18,,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
201,199,2025-01-23,2025-04-02,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
202,200,2024-10-06,,Academic Tutoring,Mr. Garcia,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
203,200,2024-09-03,2024-12-09,Counseling,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
204,200,2025-01-28,2025-05-14,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
205,201,2024-12-25,2025-04-23,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
206,201,2024-09-08,,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
207,202,2025-01-25,2025-02-28,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
208,206,2025-01-08,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
209,207,2024-09-30,,Special Education,Mr. Garcia,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
210,209,2024-10-06,2024-11-29,Counseling,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
211,209,2024-09-12,,Academic Tutoring,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
212,209,2024-11-14,2025-02-28,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
213,210,2024-09-11,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
214,211,2024-09-24,,Counseling,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
215,211,2024-11-26,2025-02-15,Academic Tutoring,Dr. Williams,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
216,212,2024-09-05,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
217,215,2024-12-21,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
218,216,2024-12-19,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
219,216,2025-01-07,2025-04-13,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
220,218,2024-12-07,,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
221,221,2024-10-28,2025-01-03,Academic Tutoring,Mr. Garcia,Daily,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
222,221,2024-10-24,2025-01-12,Academic Tutoring,Ms. Johnson,Daily,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
223,221,2025-01-12,,Counseling,Mr. Smith,3x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
224,223,2025-01-27,,ELL Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
225,225,2024-12-07,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
226,225,2025-01-24,,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
227,227,2024-09-27,2024-11-22,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
228,228,2024-12-19,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
229,228,2024-11-10,2025-01-19,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
230,229,2024-12-18,,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
231,231,2024-10-13,,Academic Tutoring,Dr. Williams,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
232,233,2024-09-25,2024-12-07,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
233,233,2024-10-19,,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
234,234,2024-10-25,2024-12-30,Academic Tutoring,Dr. Williams,Daily,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
235,234,2024-10-06,,Counseling,Mrs. Brown,3x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
236,234,2024-11-22,,Academic Tutoring,Mrs. Brown,Daily,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
237,234,2024-12-03,,Academic Tutoring,Dr. Williams,3x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
238,235,2025-01-01,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
239,236,2024-12-21,2025-03-09,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
240,238,2025-01-29,,Academic Tutoring,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
241,238,2024-12-27,,Academic Tutoring,Ms. Johnson,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
242,238,2024-10-02,2025-01-04,Counseling,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
243,239,2024-09-16,2024-10-25,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
244,239,2024-10-15,2025-01-11,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
245,240,2025-01-10,2025-04-08,Special Education,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
246,240,2024-12-20,,Special Education,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
247,240,2024-10-21,,Counseling,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
248,241,2024-12-20,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
249,241,2025-01-06,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
250,242,2024-12-06,2025-02-13,Special Education,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
251,242,2024-12-18,2025-03-05,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
252,247,2024-10-18,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
253,247,2025-01-19,2025-05-09,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
254,248,2024-10-29,2025-02-20,ELL Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
255,248,2024-09-07,,ELL Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
256,251,2024-11-05,,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
257,251,2025-01-12,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
258,252,2025-01-27,,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
259,252,2024-09-25,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
260,253,2024-11-30,2025-03-03,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
261,255,2025-01-25,2025-03-13,Counseling,Dr. Williams,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
262,255,2024-12-31,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
263,255,2024-10-17,,Behavioral Support,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Minimal Effect
